"","document","topic","gamma"
"2266","The Kids Are Alright",5,7.71440155052884e-06
"2267","This Week",5,0.457328879574621
"2268","Twentieth Century Man",5,7.45538390673792e-06
"2269","Vacations",5,7.47372464613921e-06
"2270","What Remains",5,0.286502999186661
"2271","A Front",5,0.00345746326880873
"2272","Name Change / No Theme",5,8.538290226824e-06
"2273","Kids As Adults",5,7.41156725727254e-06
"2274","Auto Show",5,0.170338567728573
"2275","Stories Pitched by Our Parents",5,0.354336445132572
"2276","Pimp Anthropology",5,7.57623504356431e-06
"2277","Leaving the Fold",5,0.0044128969993848
"2278","The Job That Takes Over Your Life",5,7.61334523506591e-06
"2279","Accidental Documentaries",5,8.51327545765342e-06
"2280","American Limbo",5,6.70384866830467e-06
"2281","Americans in China",5,7.1522163656881e-06
"2282","Anger and Forgiveness",5,8.24342292846581e-06
"2283","Barbara",5,8.80719205827472e-06
"2284","Conventions",5,7.99780122867528e-06
"2285","Dawn",5,7.45455302518919e-06
"2286","Day At The Beach",5,7.31904265532468e-06
"2287","Fall Clearance Sale",5,6.76423248439063e-06
"2288","Father's Day '96",5,7.87622046162804e-06
"2289","Fiasco!",5,3.76927519327712e-06
"2290","I Was So High",5,0.322303169795917
"2291","Million Bubbles",5,0.0121329385320208
"2292","Miracle Cures",5,7.54118668823402e-06
"2293","More Is Less",5,6.26638632010962e-06
"2294","My Big Break",5,6.79725324838639e-06
"2295","NUMMI",5,6.45833724896277e-06
"2296","Primary",5,7.27047654017167e-06
"2297","Sales",5,6.88619609297325e-06
"2298","Secret Government",5,6.64915975440749e-06
"2299","Sink or Swim",5,7.11490941258758e-06
"2300","Spies Like Us",5,6.85934001095264e-06
"2301","Take A Negro Home",5,0.00628282786275319
"2302","Ten Years In",5,0.246169082454905
"2303","The Middle of Nowhere",5,6.95354018084718e-06
"2304","The Real Thing",5,0.282799944306559
"2305","Time to Save the World",5,7.20076222750041e-06
"2306","Tough Room",5,6.64783747647521e-06
"2307","Tough Room 2011",5,6.95136972481045e-06
"2308","Trek",5,0.0063491592038739
"2309","Two Nations, One President",5,0.0055749354545771
"2310","Welcome to America",5,0.0240749327827528
"2311","What Kind of Country",5,0.237745343705802
"2312","You Are Here",5,7.02147511310045e-06
"2313","You Gonna Eat That?",5,7.62376546294449e-06
"2314","Plan B",5,6.62214905442073e-06
"2315","Propriety",5,7.44293093839676e-06
"2316","Reruns",5,0.04079558294358
"2317","Houses of Ill Repute",5,6.58820573295359e-06
"2318","Letters",5,0.259036586915486
"2319","Crime Scene",5,7.58139152062631e-06
"2320","Regrets, I've Had a Few",5,7.79083562276939e-06
"2321","Your Dream, My Nightmare",5,7.92008590574583e-06
"2322","Amateur Hour",5,0.362679823368769
"2323","Basketball",5,7.59603967319934e-06
"2324","Be Careful Who You Pretend to Be",5,7.15911226486483e-06
"2325","Bob Dole",5,7.54885190523446e-06
"2326","Can You Fight City Hall…If You Are City Hall?",5,7.78448401315922e-06
"2327","Cops See It Differently, Part One",5,0.532617314570074
"2328","Election",5,6.98113908546582e-06
"2329","Factions",5,8.09074530467455e-06
"2330","Family Physics",5,7.68955104416635e-06
"2331","Home Movies",5,6.52389821532178e-06
"2332","I Enjoy Being A Girl, Sort Of",5,7.40007848988161e-06
"2333","Immigration",5,7.01778958657066e-06
"2334","In Country",5,7.2704760633504e-06
"2335","It's Never Over",5,7.65695499457177e-06
"2336","Last Words",5,8.159889912421e-06
"2337","Lights, Camera, Christmas!",5,1.02230131146585e-05
"2338","Nobody's Family Is Going to Change",5,7.23427471679439e-06
"2339","Numbers",5,7.06900513894978e-06
"2340","Parent Trap",5,7.24133077838635e-06
"2341","Regime Change",5,0.0401975300182071
"2342","Return to Childhood",5,7.66485714937141e-06
"2343","Secret Life of Daytime",5,7.77000517663589e-06
"2344","Should I Stay or Should I Go?",5,0.00108333344526785
"2345","Social Contract",5,6.50168512625076e-06
"2346","The Incredible Case of the P.I. Moms",5,0.560306352871052
"2347","The Leap",5,0.140969473642873
"2348","The Parrot and the Potbellied Pig",5,7.31103672288357e-06
"2349","True Urban Legends",5,6.44587970576016e-06
"2350","Truth and Lies at Age Ten",5,7.25705474021808e-06
"2351","Unconditional Love",5,7.29826104323345e-06
"2352","Use Only as Directed",5,6.7841431671336e-06
"2353","Valentine’s Day ’98",5,7.46120877874461e-06
"2354","War Stories",5,7.61942063921044e-06
"2355","Will They Know Me Back Home?",5,7.68955065662083e-06
"2356","81 Words",5,7.38291139462094e-06
"2357","Ask An Expert",5,7.33591370366183e-06
"2358","Big Tent",5,0.0494932644248287
"2359","Own Worst Enemy",5,6.6971320910745e-06
"2360","Neighbors",5,7.27680867540973e-06
"2361","Name Change",5,7.29268797176955e-06
"2362","Later That Same Day",5,7.22958080993652e-06
"2363","Georgia Rambler",5,0.0940017012066439
"2364","Is That What I Look Like?",5,7.12021389480725e-06
"2365","Something for Nothing",5,7.96539394970766e-06
"2366","Godless America",5,0.309901963964612
"2367","A Teenager's Guide to God",5,6.40572515489038e-06
"2368","Apocalypse",5,7.55141180802618e-06
"2369","Apology",5,7.57194296460703e-06
"2370","By Proxy",5,7.02516662673601e-06
"2371","Fake I.D.",5,7.14075323766377e-06
"2372","Ghosts of Elections Past",5,7.27839326729355e-06
"2373","Golden Calf",5,7.24604006178821e-06
"2374","Gossip",5,6.97895348988316e-06
"2375","Got Your Back",5,0.386294588839804
"2376","High Cost of Living",5,7.84662991573886e-06
"2377","Invisible Made Visible",5,8.99688068703532e-06
"2378","Know Your Enemy",5,6.98770791357221e-06
"2379","Like It or Not",5,7.62463617919376e-06
"2380","Lost in Translation",5,7.77814287616087e-06
"2381","Love",5,9.37286465342709e-06
"2382","Nemeses",5,0.00683209140168094
"2383","Nice Work If You Can Get It",5,7.19688539698921e-06
"2384","No Place Like Home",5,6.79448973034796e-06
"2385","Office Politics",5,6.79449005663413e-06
"2386","Parental Guidance Suggested",5,7.40007893205704e-06
"2387","Perfect Evidence",5,6.92543897545513e-06
"2388","Politics",5,7.89389559701183e-06
"2389","Pursuit of Happiness",5,7.20697441644866e-06
"2390","Recordings for Someone",5,7.51828234639683e-06
"2391","Save the Day",5,0.000772216643554001
"2392","Suckers",5,6.77177089024338e-06
"2393","The Annoying Gap Between Theory...and Practice",5,6.68708002056777e-06
"2394","The Invention of Money",5,6.86004196050825e-06
"2395","The Psychopath Test",5,7.28632741716017e-06
"2396","The Super",5,7.28871151718181e-06
"2397","This I Used to Believe",5,0.00156284359021986
"2398","Wait - Do You Have The Map?",5,6.82432050011317e-06
"2399","We Didn’t",5,7.097530844332e-06
"2400","What You Lookin’ At?",5,8.58876170476566e-06
"2401","Harold",5,0.0260924658854891
"2402","Middle of the Night",5,0.02329779284835
"2403","Justice",5,7.33913377439472e-06
"2404","Poultry Slam 2011",5,6.8932977642451e-06
"2405","Defying Sickness",5,9.31408649167899e-06
"2406","Teenage Embed, Part Two",5,0.328218946758774
"2407","Somewhere in the Arabian Sea",5,0.0265034786278698
"2408","Windfall",5,6.71934996022869e-06
"2409","2010",5,7.00895871477994e-06
"2410","And the Call Was Coming from the Basement",5,7.49888107613212e-06
"2411","David and Goliath",5,7.6984069807587e-06
"2412","Going Big",5,6.74920600878277e-06
"2413","Habeas Schmabeas",5,7.39843912067461e-06
"2414","Habeas Schmabeas 2007",5,7.06302789716043e-06
"2415","Hiding in Plain Sight",5,7.15298164798597e-06
"2416","It Says So Right Here",5,0.00316503587284772
"2417","Mapping",5,7.65257076626941e-06
"2418","Mr. Daisey and the Apple Factory",5,7.53268713098696e-06
"2419","My Two Cents",5,6.602523470859e-06
"2420","Neighborhood Watch",5,7.24525553727116e-06
"2421","Special Treatment",5,7.12249019783494e-06
"2422","Take the Money and Run for Office",5,0.00335947045711738
"2423","The Prosecutor",5,6.99794986802244e-06
"2424","Very Tough Love",5,0.316598175880441
"2425","Wake Up Now",5,6.67906109899916e-06
"2426","When Patents Attack!",5,6.74647914731772e-06
"2427","When Patents Attack... Part Two!",5,6.81527329706824e-06
"2428","Back from the Dead",5,6.27521301998889e-06
"2429","Guns",5,7.18682558724598e-06
"2430","Classifieds",5,7.67718352991852e-06
"2431","Crush",5,7.55995223758774e-06
"2432","Democratic Convention",5,7.04070823249833e-06
"2433","Got You Pegged",5,0.00528019432801046
"2434","Say Anything",5,8.22617422043768e-06
"2435","Christmas",5,7.63596059160636e-06
"2436","Prom",5,7.72420915247311e-06
"2437","Right to Remain Silent",5,0.00926048928958476
"2438","Americans In Paris",5,7.07798933587432e-06
"2439","Escape the Box",5,7.75918035967432e-06
"2440","Moving",5,7.35124189331782e-06
"2441","The Fix Is In",5,7.54544293236687e-06
"2442","Valentine’s Day ’99",5,9.04680890969839e-06
"2443","How We Talked Back Then",5,0.016119625981243
"2444","Middlemen",5,7.92008704301187e-06
"2445","Scenes from A Transplant",5,7.67101652389318e-06
"2446","Shoulda Been Dead",5,8.34427969682899e-06
"2447","Throwing the First Punch",5,0.0373946979604697
"2448","Pro Se",5,6.95715814322842e-06
"2449","Republican Convention",5,7.49972223488291e-06
"2450","The Alibi",5,6.43966815187502e-06
"2451","The This American Life Holiday Spectacular",5,7.89669203054483e-06
"2452","What Is This Thing?",5,7.09376427542915e-06
"2453","Crybabies",5,6.83898537718466e-06
"2454","180 Degrees",5,0.000647185626854204
"2455","Christmas and Commerce",5,7.54118727899958e-06
"2456","Amusement Park",5,6.4727221029118e-06
"2457","Cringe",5,7.13922794548163e-06
"2458","Return to Childhood 2008",5,8.0256518431601e-06
"2459","Self-Improvement Kick",5,7.01852759040352e-06
"2460","The Ten Commandments",5,0.185993312438174
"2461","One of Us",5,7.48628316507851e-06
"2462","Show Me the Way",5,7.24997038332097e-06
"2463","The Cruelty of Children",5,7.53523475222276e-06
"2464","Hitler’s Yacht",5,6.90183831896541e-06
"2465","Fire",5,7.74210266568523e-06
"2466","A Night at the Wiener Circle",5,8.40303077914473e-06
"2467","Send a Message",5,0.243507937220329
"2468","Adult Children",5,9.38470914481254e-06
"2469","Star-Crossed Love",5,7.17910547835157e-06
"2470","Small Scale Sin",5,7.0533380414613e-06
"2471","Julia Sweeney",5,7.11718078553557e-06
"2472","Wrong Side of History",5,0.0034711423510865
"2473","Monogamy",5,7.86694873256034e-06
"2474","Mind Your Own Business",5,0.0069475348133392
"2475","Father’s Day ‘99",5,7.56166191066856e-06
"2476","Faustian Bargains",5,6.90112586029322e-06
"2477","Mob Mentality",5,7.36420249928275e-06
"2478","Social Engineering",5,7.45621640277292e-06
"2479","One Thing",5,8.02372610874342e-06
"2480","Adventures in the Simple Life",5,7.69574805449462e-06
"2481","Infidelity",5,7.79901781538453e-06
"2482","Poultry Slam 2008",5,7.18064779331854e-06
"2483","Allure of Crime",5,0.0136954160701644
"2484","The View From In Here",5,0.00169838389311967
"2485","If You Don’t Have Anything Nice to Say, SAY IT IN ALL CAPS",5,6.9571579305503e-06
"2486","In Dog We Trust",5,7.47121823068652e-06
"2487","Cat and Mouse",5,7.05780860294194e-06
"2488","First Day",5,7.5005631530445e-06
"2489","Know When To Fold ‘Em",5,0.035525902595023
"2490","Mortal Vs. Venial",5,6.50231868161909e-06
"2491","My Reputation",5,0.00300362612798195
"2492","Ruining It for the Rest of Us",5,0.0272574333963415
"2493","The Cat Came Back",5,0.0039936348805671
"2494","The Missing Parents Bureau",5,6.74647990779877e-06
"2495","Somewhere Out There",5,6.95426321442929e-06
"2496","Reap What You Sow",5,7.48544498492561e-06
"2497","20 Acts in 60 Minutes",5,7.3214475743372e-06
"2498","Media Fringe",5,7.390259572032e-06
"2499","Telephone",5,8.72441987282246e-06
"2500","Not What I Signed Up For",5,0.0435624994325956
"2501","Mistakes Were Made",5,0.00653627749113544
"2502","How to Talk to Kids",5,6.97749480301759e-06
"2503","Lost in America",5,8.31417992742796e-06
"2504","Fine Print",5,7.31823986829122e-06
"2505","Fine Print 2011",5,7.27760016915209e-06
"2506","Act V",5,7.84294716947201e-06
"2507","Away From Home",5,9.29465769171305e-06
"2508","Drama Bug",5,8.08096239087944e-06
"2509","Comedians of Christmas Comedy Special",5,8.39247900598536e-06
"2510","The Angels Wanna Wear My Red Suit",5,7.88737447003211e-06
"2511","How to Win Friends and Influence People",5,7.15221663487517e-06
"2512","Mother’s Day",5,7.35609677127372e-06
"2513","Scenes From a Recession",5,6.75261486014967e-06
"2514","Tribes",5,6.89756557632888e-06
"2515","A Better Mousetrap",5,6.81666457400609e-06
"2516","A Better Mousetrap 2008",5,6.68641147815198e-06
"2517","Another Frightening Show About the Economy",5,6.50421503582462e-06
"2518","Economy",5,7.24211468628107e-06
"2519","Good Guys",5,0.00823267117455839
"2520","Harper High School - Part Two",5,0.00958017160803096
"2521","Hit the Road",5,0.00499464200151982
"2522","How to Take Money from Strangers",5,0.00673587763057289
"2523","I Was Just Trying To Help",5,6.49095175991711e-06
"2524","In the Shadow of the City",5,6.8607472707747e-06
"2525","Is This Working?",5,6.21800000831924e-06
"2526","It's Not the Product, It's the Person",5,6.90326569763948e-06
"2527","Million Dollar Idea",5,7.1845067559291e-06
"2528","Other People's Mail",5,7.16832572186523e-06
"2529","Petty Tyrant",5,6.61690508449015e-06
"2530","Quitting",5,9.27659634294458e-06
"2531","See No Evil",5,0.0029173488464161
"2532","Small Towns",5,7.65695509362592e-06
"2533","Switcheroo",5,6.33108789416602e-06
"2534","Teenaged Girls",5,7.71885447892848e-06
"2535","The New Boss",5,6.90897436556564e-06
"2536","The Radio Drama Episode",5,5.75091926866694e-06
"2537","Toxie",5,6.63859225821686e-06
"2538","Valentine’s Day 2008",5,7.1377030830746e-06
"2539","A House Divided",5,6.91254695152151e-06
"2540","Adventure!",5,6.73356614512416e-06
"2541","Advice",5,9.21139222865799e-06
"2542","Animal Sacrifice",5,7.59604025310375e-06
"2543","Animals",5,3.81488521054928e-06
"2544","Arms Trader 2009",5,7.08849711064723e-06
"2545","Babysitting",5,7.66046438138444e-06
"2546","Bedside Diplomacy",5,6.79103725641294e-06
"2547","Best Interests",5,7.19921016487272e-06
"2548","Birthdays, Anniversaries, and Milestones",5,0.00544746511483798
"2549","Break-Up",5,6.8487955670867e-06
"2550","Brother’s Keeper",5,7.4017165282499e-06
"2551","Call For Help",5,6.34009689864854e-06
"2552","Confessions",5,6.77383030110372e-06
"2553","Death and Taxes",5,6.70990679465953e-06
"2554","Delivery",5,7.1891446940213e-06
"2555","Didn’t Ask to Be Born",5,7.16755485907071e-06
"2556","DIY",5,6.73085284417742e-06
"2557","Duty Calls",5,0.00990779171927532
"2558","Edge of Sanity",5,7.68954914715524e-06
"2559","Enemy Camp",5,0.50571560567305
"2560","Enemy Camp 2010",5,0.548219318829102
"2561","Enforcers",5,6.32988872647085e-06
"2562","Faith",5,0.0130463951405752
"2563","Fear of Sleep",5,7.49467639725615e-06
"2564","Frenemies",5,7.49383632158745e-06
"2565","Give the People What They Want",5,6.92544021069933e-06
"2566","Hoaxing Yourself",5,7.24211467440818e-06
"2567","I'm From the Private Sector and I'm Here to Help",5,0.232709434963614
"2568","I’m In Charge Now",5,7.24604048531347e-06
"2569","Island Time",5,6.67572482964036e-06
"2570","Life After Death",5,0.00915122273636889
"2571","Living Without (2011)",5,7.87343534825681e-06
"2572","Magic Words",5,6.89970231353924e-06
"2573","Matchmakers",5,6.82920169044675e-06
"2574","Meet the Pros",5,6.56942647299954e-06
"2575","Middle School",5,0.00321044302872284
"2576","Mob",5,7.63160024064177e-06
"2577","My Experimental Phase",5,7.75827856805886e-06
"2578","My Pen Pal",5,7.3918946877728e-06
"2579","New Beginnings",5,7.85585232067224e-06
"2580","Picture Show",5,6.76491728877112e-06
"2581","Poultry Slam 1995",5,7.91258508797418e-06
"2582","Poultry Slam 1996",5,8.39669631024686e-06
"2583","Poultry Slam 1998",5,7.62985532765234e-06
"2584","Promised Land",5,7.41897095489935e-06
"2585","Quiz Show",5,7.16064472432205e-06
"2586","Rashomon",5,7.61334377484161e-06
"2587","Remember Me",5,6.78690009924744e-06
"2588","Rest Stop",5,0.135521208283037
"2589","Return To The Scene Of The Crime",5,0.260453967066646
"2590","Road Trip!",5,6.92543904656516e-06
"2591","Scenes From a Mall",5,0.490199735672377
"2592","Seemed Like A Good Idea at the Time",5,7.37232533761007e-06
"2593","Slow To React",5,6.65445685583163e-06
"2594","Summer",5,7.77723911413469e-06
"2595","Tarred and Feathered",5,7.11036703871429e-06
"2596","The Arms Trader",5,7.01410678532769e-06
"2597","The Audacity of Government",5,6.56490940416124e-06
"2598","The Balloon Goes Up",5,7.54544281468741e-06
"2599","The Competition",5,6.15841345568199e-06
"2600","The Convert",5,6.99648626147582e-06
"2601","The Devil in Me",5,6.94054308029984e-06
"2602","The Friendly Man",5,7.09075449874553e-06
