id,region1,region2,region3,region4,homeowner,n_children,hh_income,female,wealth_rating,avg_home_value,median_neighborhood_income,avg_neighborhood_income,pct_low_income,lifetime_promotions_received,lifetime_gifts,largest_gift,most_recent_gift,months_since_gift,gift_time_lag,average_gift_amount,donor,damt
4066,1,0,0,0,1,2,4,1,8,142,45,45,3,55,75,15,11,16,7,16.26,1,14
4071,0,1,0,0,1,0,6,1,9,303,66,97,0,48,65,17,11,23,8,17.01,1,14
4075,0,0,0,0,1,1,4,1,9,180,52,59,5,47,59,17,15,24,6,12.63,1,14
4084,0,0,0,1,1,0,1,1,9,161,60,60,5,164,401,8,9,18,5,10.11,1,14
4093,0,0,0,0,1,0,4,1,7,180,49,49,17,103,218,8,6,17,5,8.73,1,14
4099,0,0,0,1,1,0,4,0,8,125,39,39,20,68,153,4,7,16,9,4.33,1,14
4101,0,1,0,0,1,0,2,0,9,211,37,60,4,103,166,20,16,17,8,19.43,1,14
4136,0,1,0,0,1,3,4,1,4,218,33,53,11,15,47,9,7,18,5,10.57,1,14
4149,1,0,0,0,1,0,4,1,8,149,51,51,12,77,133,20,12,23,12,10.81,1,14
4161,0,1,0,0,1,2,6,0,8,148,28,54,26,94,176,8,7,15,7,9.43,1,14
4163,0,0,0,0,1,0,4,1,8,236,48,56,5,7,38,12,8,19,4,10.3,1,14
4177,0,0,0,0,1,0,2,1,9,212,72,72,9,92,151,12,8,16,6,6.39,1,14
4180,0,0,0,0,1,1,4,0,9,248,57,72,0,83,93,21,10,13,5,15.32,1,14
4191,0,1,0,0,1,2,4,1,9,168,37,59,7,22,54,15,15,17,4,10.49,1,14
4199,1,0,0,0,1,2,4,0,9,306,55,80,4,34,57,10,5,22,3,7.31,1,14
4200,1,0,0,0,1,0,5,0,4,168,28,45,21,75,154,19,11,23,16,8.57,1,14
4202,1,0,0,0,1,0,5,0,8,194,50,57,1,22,40,13,15,13,5,9.15,1,14
4221,0,0,0,0,1,0,5,0,5,232,60,60,11,117,426,6,5,22,7,4.49,1,14
4276,0,0,1,0,1,0,4,1,0,175,27,70,5,80,137,53,42,22,5,17,1,14
4290,0,1,0,0,1,0,2,0,8,193,43,52,6,71,94,14,10,17,6,10.3,1,14
4301,0,1,0,0,1,0,4,1,5,145,29,37,42,53,113,8,6,16,8,6.95,1,14
4352,0,0,0,0,1,0,5,1,8,146,63,63,11,80,277,5,4,18,3,5.73,1,14
4368,0,0,1,0,1,1,4,0,8,222,68,68,2,95,133,14,8,13,9,8.71,1,14
4376,1,0,0,0,1,0,4,1,6,181,49,58,11,16,32,11,5,14,4,7.06,1,14
4384,1,0,0,0,1,3,4,1,8,148,24,33,40,97,112,33,23,22,12,16.57,1,14
4385,0,1,0,0,1,1,5,0,9,155,35,50,3,79,124,26,15,22,3,10.57,1,14
4393,0,1,0,0,1,2,3,0,8,179,45,55,6,101,169,17,11,23,3,10.43,1,14
4400,0,1,0,0,1,0,4,0,9,195,62,65,1,14,56,15,11,20,11,8.27,1,14
4411,0,0,1,0,1,0,4,1,6,217,58,63,6,83,165,6,5,13,4,3.99,1,14
4427,0,1,0,0,1,1,2,0,8,349,93,129,0,40,78,13,15,16,4,6.08,1,14
4436,0,1,0,0,1,2,6,1,9,153,53,53,19,93,168,16,11,18,5,15.22,1,14
4463,0,1,0,0,1,2,4,0,9,175,26,41,11,97,154,23,19,13,3,19.47,1,14
4485,0,1,0,0,1,2,4,1,8,255,104,104,2,21,43,40,14,20,10,16.45,1,14
4488,0,1,0,0,1,1,5,0,9,167,26,51,19,8,32,27,31,15,7,9.19,1,14
4495,1,0,0,0,1,0,3,1,9,183,36,64,5,39,63,21,15,16,4,5.58,1,14
4499,1,0,0,0,1,0,4,1,8,177,24,33,29,87,157,12,7,21,3,10.08,1,14
4501,0,1,0,0,1,0,4,1,9,134,33,38,19,60,77,13,12,7,4,10.93,1,14
4505,0,0,0,0,1,2,4,1,8,267,41,55,6,82,210,18,11,23,6,9.31,1,14
4511,0,0,0,0,1,0,4,0,9,414,91,105,1,29,58,14,9,18,3,12.79,1,14
4517,0,1,0,0,1,0,1,1,6,97,20,21,48,36,79,11,15,20,15,9.66,1,14
4535,1,0,0,0,1,0,3,1,8,161,20,39,19,21,69,24,9,11,4,17.98,1,14
4562,0,1,0,0,1,0,4,1,9,71,23,31,20,74,178,15,14,18,3,12.12,1,14
4615,0,0,1,0,1,0,4,1,8,117,20,31,18,98,151,6,6,16,4,5.51,1,14
4628,0,1,0,0,1,0,4,0,9,157,30,47,14,91,170,29,15,19,14,12.52,1,14
4634,0,1,0,0,1,2,4,1,9,127,17,38,21,30,56,22,16,19,6,12.53,1,14
4637,1,0,0,0,1,2,3,1,8,363,55,110,3,46,88,24,12,16,7,12.54,1,14
4640,0,1,0,0,1,2,4,1,9,128,52,52,10,14,47,8,6,21,13,7.89,1,14
4655,0,1,0,0,1,1,5,1,9,198,46,52,9,64,82,19,8,18,3,7.88,1,14
4661,1,0,0,0,1,0,6,0,8,135,38,46,11,33,60,6,6,18,7,4.38,1,14
4672,0,0,0,0,1,0,3,1,9,106,18,40,11,78,110,20,24,15,7,10.84,1,14
4676,0,1,0,0,1,2,4,1,8,98,25,30,22,64,88,59,33,26,7,23.28,1,14
4699,1,0,0,0,1,0,6,1,8,188,20,47,25,102,188,13,14,21,3,6.37,1,14
4723,0,0,0,0,1,0,2,1,8,301,81,83,0,48,67,16,9,17,7,12.12,1,14
4725,0,0,0,0,1,0,4,1,9,127,51,51,8,58,114,8,8,19,3,6.57,1,14
4738,1,0,0,0,1,0,1,1,8,228,63,88,0,95,291,20,19,20,8,9.64,1,14
4741,0,0,0,0,1,0,3,0,9,142,51,51,8,62,131,18,11,22,12,11.15,1,14
4780,0,1,0,0,1,0,3,1,8,150,23,46,23,108,254,19,18,14,8,9.29,1,14
4801,0,1,0,0,1,2,4,1,8,208,59,59,11,79,106,25,25,19,5,16.37,1,14
4809,0,1,0,0,1,2,4,1,8,155,33,42,28,60,77,14,7,16,4,10.17,1,14
4811,0,1,0,0,1,3,4,0,8,207,56,60,5,63,116,12,10,16,20,11.04,1,14
4853,0,1,0,0,1,3,4,0,9,411,190,190,1,88,112,15,8,18,7,11.74,1,14
4862,0,1,0,0,1,0,3,1,7,183,84,84,7,44,64,8,11,40,8,4.43,1,14
4886,1,0,0,0,1,0,3,0,7,263,71,75,4,83,147,7,7,23,6,6.37,1,14
4893,1,0,0,0,1,0,1,1,8,267,76,99,1,34,88,41,27,14,5,11.71,1,14
4896,1,0,0,0,1,0,6,1,8,263,39,91,2,30,65,17,15,15,4,8.54,1,14
4931,1,0,0,0,1,0,4,0,6,127,43,43,16,59,90,8,8,18,6,6.49,1,14
4938,1,0,0,0,1,0,4,1,8,193,32,59,3,12,37,11,6,15,17,6.29,1,14
4948,0,1,0,0,1,2,4,0,4,173,45,45,8,66,132,18,17,20,7,8.74,1,14
4975,0,1,0,0,1,2,4,1,9,544,93,133,0,49,84,32,13,12,4,11.59,1,14
5000,0,0,0,0,1,0,4,1,9,94,18,22,26,57,96,24,14,17,9,5.66,1,14
5031,0,1,0,0,1,0,4,0,8,156,37,47,29,81,137,5,2,23,4,6.83,1,14
5033,0,1,0,0,1,0,6,1,9,193,85,85,1,28,59,11,7,33,6,6.22,1,14
5050,1,0,0,0,1,0,5,1,8,100,36,41,17,90,154,8,8,24,7,6.44,1,14
5053,0,1,0,0,1,0,4,1,8,139,21,39,15,59,69,24,16,17,3,12.91,1,14
5066,0,1,0,0,1,0,2,0,8,225,28,91,16,79,203,19,27,24,3,9.59,1,14
5100,0,1,0,0,1,0,2,0,6,223,34,65,4,40,82,26,19,13,5,17.77,1,14
5108,0,1,0,0,1,1,4,1,5,405,76,132,0,17,30,10,3,6,4,6.39,1,14
5109,0,1,0,0,1,1,3,1,8,232,97,97,2,46,76,17,21,15,2,13.8,1,14
5112,0,0,0,0,1,2,4,0,9,218,47,56,7,41,75,13,10,24,4,11.04,1,14
5123,0,0,0,0,1,1,4,0,8,225,68,72,2,67,135,13,25,12,4,11.95,1,14
5146,0,0,0,0,1,0,5,0,7,165,15,35,19,81,110,10,4,19,6,8.43,1,14
5152,0,1,0,0,1,2,4,1,8,222,30,66,7,13,48,48,19,23,4,7.82,1,14
5174,0,1,0,0,1,0,4,0,8,232,36,55,6,65,108,12,6,24,5,8.95,1,14
5180,0,1,0,0,1,0,4,1,8,157,25,66,22,91,333,13,10,16,3,8.37,1,14
5188,0,1,0,0,1,0,5,1,9,272,71,104,1,59,97,8,8,17,7,5.6,1,14
5203,0,0,0,1,1,0,4,1,4,273,52,82,2,26,44,7,4,19,5,5.8,1,14
5206,0,1,0,0,1,1,4,1,8,251,35,82,9,90,141,11,18,22,3,8.29,1,14
5219,0,1,0,0,1,0,4,1,8,171,34,56,19,22,54,18,17,15,3,18.04,1,14
5220,0,1,0,0,1,2,4,1,8,95,23,32,21,119,478,15,11,14,4,12.76,1,14
5237,0,0,0,0,1,1,4,0,8,122,55,55,8,46,70,14,15,17,7,11.85,1,14
5248,0,1,0,0,1,0,3,1,8,202,46,52,9,28,59,31,17,19,3,12.29,1,14
5333,1,0,0,0,1,2,4,1,6,125,26,42,29,66,150,15,10,13,5,8.12,1,14
5351,0,1,0,0,1,2,4,1,8,145,27,31,23,35,63,56,35,15,7,25.76,1,14
5371,1,0,0,0,1,2,4,0,6,236,87,110,0,97,166,6,6,18,4,4.99,1,14
5385,0,0,0,1,0,0,4,1,8,170,34,57,12,109,228,10,9,11,4,7.97,1,14
5392,1,0,0,0,1,2,4,1,8,211,52,61,0,46,92,15,14,18,4,9.22,1,14
5393,1,0,0,0,1,1,4,0,8,205,41,44,11,104,152,27,34,13,3,19.75,1,14
5405,0,1,0,0,1,2,4,1,8,138,31,45,14,66,96,10,10,20,6,10.4,1,14
5409,0,0,0,0,1,2,4,0,8,187,39,57,4,100,238,23,18,20,4,10.77,1,14
5418,0,1,0,0,1,0,4,1,8,145,48,51,15,68,81,12,13,18,6,7.27,1,14
5422,0,0,0,0,1,2,4,0,6,217,38,57,10,82,112,11,11,14,5,6.52,1,14
5423,1,0,0,0,1,1,5,1,8,316,75,79,2,47,63,13,7,17,5,13.45,1,14
5443,0,1,0,0,1,0,2,0,8,157,34,52,25,120,224,12,20,12,16,10.17,1,14
5444,0,1,0,0,1,2,4,1,8,272,41,86,1,116,230,19,12,20,5,7.82,1,14
5479,0,1,0,0,1,0,4,1,3,144,24,50,13,19,43,43,30,18,7,19.08,1,14
5484,0,1,0,0,1,0,4,1,1,104,14,30,30,96,332,13,20,17,6,14.56,1,14
5498,0,0,1,0,1,0,4,0,8,206,56,71,13,29,60,13,16,21,3,5.4,1,14
5537,1,0,0,0,1,0,5,1,7,120,26,41,21,73,169,8,9,16,14,6.92,1,14
5541,0,1,0,0,1,1,2,0,8,160,50,57,8,36,78,28,19,14,7,12.05,1,14
5542,0,0,1,0,1,0,4,1,8,246,64,73,1,73,90,7,3,17,11,7.91,1,14
5553,1,0,0,0,1,0,7,1,8,181,43,70,8,78,102,13,12,15,7,11.71,1,14
5564,1,0,0,0,1,0,5,0,8,154,54,54,8,111,229,9,4,18,12,6.96,1,14
5606,0,0,1,0,1,2,4,1,8,224,49,57,12,74,160,15,18,18,11,9.49,1,14
5607,0,0,0,1,1,0,4,1,9,156,31,40,14,57,75,6,4,24,3,6.96,1,14
5612,0,0,0,0,1,2,4,0,8,306,40,71,15,83,115,16,18,24,5,14.64,1,14
5624,0,1,0,0,1,2,4,1,8,388,103,103,0,86,106,23,17,36,5,11.96,1,14
5634,0,1,0,0,1,0,4,1,9,244,81,81,1,39,70,12,8,20,4,8.56,1,14
5651,0,0,1,0,1,2,4,0,8,269,90,90,0,65,91,16,13,18,4,8.95,1,14
5673,0,0,1,0,1,0,4,0,8,125,28,38,8,80,173,8,6,20,6,5.07,1,14
5688,0,1,0,0,1,3,4,1,8,208,46,59,2,55,95,18,21,13,4,10.84,1,14
5702,0,1,0,0,1,2,4,0,8,228,26,66,21,65,102,97,22,24,11,18.84,1,14
5704,0,1,0,0,1,3,4,0,8,160,36,45,16,97,188,33,33,18,6,15.91,1,14
5730,0,1,0,0,1,3,4,0,9,206,29,63,10,57,191,43,37,36,6,30.86,1,14
5735,1,0,0,0,1,0,4,1,9,280,59,66,2,60,90,6,7,12,3,6.63,1,14
5752,0,0,1,0,1,0,5,0,9,225,70,70,7,99,196,5,7,13,23,5.66,1,14
5753,1,0,0,0,1,0,3,0,7,132,33,37,9,46,63,5,9,24,6,5.91,1,14
5759,1,0,0,0,1,1,4,1,8,251,48,94,4,111,198,9,9,25,3,9.29,1,14
5763,0,1,0,0,1,2,5,0,8,235,69,73,4,77,114,15,11,16,5,10.56,1,14
5803,0,1,0,0,1,2,5,1,8,170,28,54,12,79,154,38,13,22,6,18.65,1,14
5805,0,1,0,0,1,0,4,1,9,209,30,42,19,50,67,15,22,32,4,7.99,1,14
5807,0,1,0,0,1,1,4,1,8,150,44,50,6,45,65,25,17,18,7,12.07,1,14
5809,0,0,0,0,1,0,3,1,9,215,78,78,0,61,87,14,14,16,3,10.46,1,14
5817,0,0,1,0,1,2,4,1,9,217,65,65,1,65,80,13,9,22,4,9.55,1,14
5821,0,1,0,0,1,0,3,1,8,134,36,36,15,127,171,30,16,20,7,13.2,1,14
5826,0,0,0,0,1,1,4,0,8,257,102,102,1,17,47,29,21,22,7,17.57,1,14
5828,0,1,0,0,1,2,4,1,9,105,15,25,39,13,45,24,21,21,7,8.77,1,14
5829,0,0,0,0,1,1,4,1,9,197,81,86,2,37,71,16,19,24,5,13.35,1,14
5834,1,0,0,0,1,2,4,1,7,148,61,61,2,93,172,9,6,15,6,5.31,1,14
5843,0,1,0,0,1,0,2,1,8,146,17,34,26,66,98,14,10,12,5,9.83,1,14
5852,0,1,0,0,1,1,4,1,8,236,32,71,16,71,111,22,18,32,6,13.99,1,14
5862,1,0,0,0,1,2,4,0,8,406,82,98,0,60,80,12,12,21,6,7.2,1,14
5864,0,0,1,0,1,2,4,0,8,174,51,53,3,106,185,13,13,16,4,11.62,1,14
5873,0,1,0,0,1,1,5,1,8,151,19,37,37,32,58,17,12,14,6,11.54,1,14
5882,0,1,0,0,1,4,4,0,7,192,60,60,1,43,114,21,11,17,3,10.79,1,14
5883,1,0,0,0,1,2,4,1,8,157,23,47,35,87,157,15,10,22,7,8.4,1,14
5892,0,1,0,0,1,0,4,1,2,156,45,45,17,50,67,40,19,20,3,19.47,1,14
5893,0,0,0,0,1,0,4,1,8,108,26,33,12,100,183,7,6,21,3,8.83,1,14
5908,0,1,0,0,1,1,4,0,9,187,43,61,7,102,184,17,8,22,5,12.43,1,14
5910,1,0,0,0,1,0,1,0,9,152,42,52,2,22,72,19,13,14,5,16.29,1,14
5917,0,0,0,1,1,0,4,1,8,215,33,55,10,81,311,8,5,17,3,4.95,1,14
5921,0,1,0,0,1,0,5,1,9,191,31,38,14,107,151,29,12,18,5,12.57,1,14
5931,0,1,0,0,1,2,6,1,8,328,82,112,0,101,329,14,8,19,6,6.68,1,14
5963,0,1,0,0,1,3,4,1,8,262,60,75,1,39,61,34,32,14,7,20.21,1,14
5965,1,0,0,0,1,0,4,1,4,189,57,75,9,18,45,19,11,24,6,13.1,1,14
5970,0,0,0,1,1,0,4,0,9,105,25,32,19,28,72,14,5,18,4,10.96,1,14
5973,0,1,0,0,1,0,4,0,8,213,89,89,0,60,101,13,18,35,6,6.55,1,14
5982,0,1,0,0,1,0,4,1,8,443,191,191,0,91,139,7,4,18,3,6.49,1,14
5992,0,0,0,0,1,2,4,1,4,355,102,102,0,132,361,13,9,20,4,7.86,1,14
5999,0,1,0,0,1,0,5,1,8,199,45,54,8,75,154,10,8,20,4,6.45,1,14
6003,1,0,0,0,1,0,3,0,8,97,33,34,24,44,71,15,13,18,3,14.13,1,14
6017,0,0,1,0,1,0,4,0,9,195,59,73,0,27,63,7,5,14,5,4.17,1,14
6039,1,0,0,0,1,1,4,0,7,271,62,83,3,24,55,12,9,15,3,9.51,1,14
6040,0,0,1,0,1,0,4,1,8,135,24,60,15,31,48,17,8,14,4,10.04,1,14
6042,0,1,0,0,1,3,4,0,6,233,48,65,1,34,58,21,16,22,5,17.61,1,14
6050,1,0,0,0,1,0,4,0,8,274,54,56,4,22,65,16,37,14,5,10.99,1,14
6052,0,1,0,0,1,0,4,0,8,92,23,23,22,71,74,16,23,40,3,16.28,1,14
6070,1,0,0,0,1,0,3,0,3,160,53,73,12,80,158,10,5,19,5,7.28,1,14
6088,0,1,0,0,1,0,5,0,8,147,29,33,17,122,177,13,9,15,5,10.89,1,14
6095,0,1,0,0,0,0,4,0,8,211,47,63,12,99,140,20,25,23,5,9.5,1,14
6115,0,0,0,0,1,0,4,0,8,223,59,59,11,42,67,13,7,22,4,7.74,1,14
6122,1,0,0,0,1,1,4,1,9,132,27,31,28,43,77,13,16,18,5,7.44,1,14
6124,0,1,0,0,1,2,3,0,6,118,38,38,33,88,169,13,15,16,8,5.84,1,14
6143,1,0,0,0,1,0,4,1,8,129,30,32,31,53,126,6,8,36,5,4.77,1,14
6149,0,1,0,0,1,0,5,1,3,131,34,34,10,54,103,23,29,22,6,12.36,1,14
6155,1,0,0,0,1,0,4,0,8,125,40,41,9,48,57,15,14,27,5,7.57,1,14
6157,0,1,0,0,1,0,4,1,8,253,53,54,9,50,87,25,12,29,6,19.14,1,14
6175,1,0,0,0,1,2,4,1,9,237,85,85,1,46,75,26,25,17,29,9.46,1,14
6190,0,1,0,0,1,2,5,1,8,110,23,45,23,60,92,20,12,23,6,13.58,1,14
6200,0,1,0,0,1,2,4,1,9,259,71,75,1,28,53,32,19,13,3,17.6,1,14
6223,0,1,0,0,1,0,4,0,8,151,24,44,14,40,47,15,11,13,3,10.73,1,14
6244,1,0,0,0,1,2,5,1,8,534,88,194,1,27,67,13,17,15,3,8.63,1,14
6245,0,1,0,0,1,0,4,1,9,145,47,47,17,19,41,17,11,19,7,7.27,1,14
6284,0,1,0,0,1,0,4,0,8,164,25,39,8,89,199,12,7,22,7,6.59,1,14
6293,1,0,0,0,1,0,4,0,8,130,18,30,34,104,126,12,9,20,3,7.6,1,14
6308,0,1,0,0,1,3,4,1,8,217,47,49,5,33,89,25,24,21,7,19.38,1,14
6309,0,1,0,0,1,2,6,1,9,199,56,56,3,87,174,8,11,15,5,7.63,1,14
6313,0,1,0,0,1,2,5,0,9,235,50,61,2,103,141,13,9,21,7,11.56,1,14
6320,0,1,0,0,1,0,4,1,4,140,36,52,22,17,31,26,18,23,3,17.84,1,14
6322,0,1,0,0,1,3,4,1,7,134,19,42,20,117,354,16,16,22,6,9.18,1,14
6336,0,1,0,0,1,0,7,0,9,115,50,52,7,93,269,14,8,21,3,5.48,1,14
6349,0,1,0,0,1,1,4,0,7,199,51,59,7,111,219,12,14,22,3,5.99,1,14
6350,0,1,0,0,1,0,1,1,9,258,98,111,4,73,113,17,10,18,6,8.89,1,14
6363,0,1,0,0,1,0,4,1,5,149,22,51,22,22,48,29,15,19,6,15.6,1,14
6369,0,0,0,0,1,1,5,0,9,131,50,50,6,53,85,17,16,18,5,13.3,1,14
6370,0,1,0,0,1,0,4,1,0,299,51,97,1,28,55,25,21,19,4,11.22,1,14
6383,0,1,0,0,1,0,6,0,8,185,55,70,2,62,149,13,18,16,3,6.41,1,14
6396,0,1,0,0,1,0,5,1,5,124,32,42,12,40,73,27,16,18,4,15.73,1,14
6399,0,1,0,0,1,0,4,1,8,450,87,96,0,11,35,12,6,17,3,9.86,1,14
6400,0,1,0,0,1,4,5,0,8,154,22,46,45,57,102,13,10,13,6,8.44,1,14
6424,0,1,0,0,1,2,4,1,9,182,31,49,7,71,134,20,13,20,2,8.17,1,14
6428,0,1,0,0,1,0,3,1,5,228,74,74,7,50,67,24,10,17,4,9.83,1,14
6441,0,1,0,0,1,3,4,1,9,142,22,39,32,119,205,13,10,22,5,7.47,1,14
6468,0,1,0,0,1,1,4,0,8,244,90,90,1,95,170,6,7,17,5,8.35,1,14
6486,0,1,0,0,1,4,4,0,6,250,53,56,2,59,94,22,15,21,5,12.26,1,14
6504,0,1,0,0,1,5,5,1,9,210,37,55,23,71,79,52,48,18,3,29.67,1,14
6509,0,1,0,0,1,2,4,1,9,177,44,54,8,24,72,22,13,27,4,9.45,1,14
6511,0,1,0,0,1,0,6,0,8,109,21,29,30,67,97,10,4,15,6,7.79,1,14
6533,0,1,0,0,1,2,4,1,5,195,57,64,5,64,96,17,12,21,3,14.02,1,14
6538,0,1,0,0,1,2,5,1,9,170,45,59,12,66,133,28,24,15,3,15.97,1,14
6550,0,1,0,0,1,0,2,0,9,236,56,82,5,70,195,19,15,17,6,7.16,1,14
6563,0,0,1,0,1,0,5,0,4,167,43,55,5,68,87,3,3,16,6,5.36,1,14
6572,1,0,0,0,1,0,7,1,9,202,42,49,6,50,60,19,18,15,4,8.22,1,14
6578,0,1,0,0,1,3,4,1,7,217,54,60,6,113,278,17,9,15,3,20.93,1,14
6581,0,1,0,0,1,0,2,1,9,144,34,41,28,37,73,16,20,18,3,11.96,1,14
6595,0,1,0,0,1,0,4,0,9,166,27,51,11,106,157,17,12,9,8,10.53,1,14
6604,0,1,0,0,1,0,4,1,9,165,38,53,20,87,139,18,13,20,3,9.88,1,14
6632,1,0,0,0,1,3,4,0,9,188,26,65,24,91,229,25,19,17,4,19.72,1,14
6640,0,0,0,0,1,2,4,0,8,95,26,34,34,120,364,4,5,20,5,3.51,1,14
6648,0,1,0,0,1,3,4,1,8,208,46,66,8,59,96,25,12,21,4,11.55,1,14
6654,0,0,0,1,1,2,4,1,9,153,75,75,5,127,256,9,6,18,3,5.71,1,14
6657,0,1,0,0,1,0,2,0,8,184,43,60,2,103,228,12,6,23,3,10.07,1,14
6670,0,1,0,0,1,0,2,0,5,122,29,37,27,95,152,16,14,23,4,18.08,1,14
6673,1,0,0,0,1,0,5,1,8,135,35,41,22,112,147,12,15,13,3,6.15,1,14
6678,0,1,0,0,1,2,4,1,8,247,96,96,0,39,80,22,18,14,6,15.62,1,14
6681,0,1,0,0,1,3,4,1,9,289,83,83,0,104,284,27,14,13,6,10.51,1,14
6692,0,0,0,1,1,0,4,1,8,222,36,73,9,70,68,8,7,17,6,6.49,1,14
6706,1,0,0,0,1,1,4,1,8,287,42,65,4,64,107,35,32,22,5,16.86,1,14
6731,0,0,1,0,1,0,2,1,8,137,21,36,30,37,78,9,6,17,4,11.02,1,14
6736,0,0,0,0,1,0,3,1,8,214,79,79,10,32,56,16,8,18,5,14.38,1,14
6743,0,1,0,0,1,0,4,0,9,431,72,121,0,109,259,14,10,6,4,8,1,14
6750,0,1,0,0,1,0,3,1,8,293,60,67,0,56,143,9,6,23,4,5.88,1,14
6768,0,0,1,0,1,2,4,1,8,194,39,39,8,54,90,16,19,16,7,7.8,1,14
6802,0,1,0,0,1,1,4,1,7,168,64,64,13,86,133,13,11,17,6,10.04,1,14
6835,1,0,0,0,1,0,4,0,8,266,97,97,1,64,125,9,6,38,4,7.18,1,14
6848,0,1,0,0,1,0,2,1,8,92,24,27,30,29,52,20,14,23,3,12.09,1,14
6849,1,0,0,0,1,0,4,1,3,133,35,36,20,85,96,37,21,15,4,24.18,1,14
6866,0,1,0,0,1,2,2,0,8,195,40,53,4,105,176,49,29,17,3,26.31,1,14
6885,0,1,0,0,1,0,3,0,9,180,36,63,14,100,195,22,15,17,3,20.13,1,14
6916,1,0,0,0,1,0,5,1,7,238,53,97,1,18,47,20,7,15,7,7.98,1,14
6927,0,1,0,0,1,2,5,0,9,157,19,46,22,81,86,12,7,19,6,11.99,1,14
6932,0,1,0,0,1,2,4,1,8,253,38,56,6,73,102,47,43,14,3,16.42,1,14
6939,0,1,0,0,1,2,4,1,5,199,50,50,6,104,211,18,10,22,7,8.7,1,14
6956,0,1,0,0,1,3,4,0,6,248,35,58,5,59,88,16,15,14,7,9.41,1,14
6961,0,0,0,0,1,0,4,0,9,82,48,48,29,49,90,14,13,19,3,7.1,1,14
6964,0,0,0,0,1,0,2,0,6,105,38,38,19,63,87,17,11,22,6,15.84,1,14
6983,1,0,0,0,1,0,4,1,8,144,29,42,17,66,100,16,18,18,3,10.66,1,14
6997,0,1,0,0,1,2,4,0,8,166,38,42,9,89,107,26,18,23,3,20.46,1,14
7016,0,0,1,0,1,0,4,1,9,75,20,27,33,64,107,6,5,22,4,3.01,1,14
7020,1,0,0,0,1,0,3,1,9,139,37,37,14,98,224,15,15,21,3,17.21,1,14
7029,1,0,0,0,1,2,4,0,6,213,42,42,11,84,153,14,14,20,3,10.4,1,14
7046,0,1,0,0,1,2,4,1,9,115,36,42,33,116,196,13,16,12,6,9.72,1,14
7054,1,0,0,0,1,1,4,1,4,141,17,49,44,103,307,9,8,22,3,6.83,1,14
7075,0,1,0,0,1,1,5,1,8,174,79,79,1,65,158,12,6,20,7,6.7,1,14
7084,0,1,0,0,1,2,4,0,4,374,155,155,0,82,143,16,19,22,6,6.04,1,14
7124,0,0,0,0,1,0,4,0,8,165,85,85,8,24,54,15,5,16,4,9.27,1,14
7133,0,0,0,1,1,0,2,1,8,277,76,101,1,39,66,11,13,14,3,8.34,1,14
7134,1,0,0,0,1,0,4,1,9,213,39,87,5,61,113,14,14,18,4,10.42,1,14
7141,0,0,1,0,1,2,4,0,9,141,76,76,4,153,425,7,9,15,4,9.55,1,14
7144,0,1,0,0,1,0,4,1,9,240,59,64,0,67,99,17,16,32,3,13.59,1,14
7159,0,1,0,0,1,1,4,1,7,132,46,46,12,67,101,15,9,21,5,6.87,1,14
7160,0,1,0,0,1,0,4,0,7,161,23,49,22,60,101,12,7,18,5,3.52,1,14
7166,0,0,0,1,1,0,2,1,9,138,24,49,14,64,121,11,8,20,4,6.01,1,14
7173,0,1,0,0,1,1,5,1,8,178,76,76,2,94,215,14,9,15,6,9.58,1,14
7197,0,1,0,0,1,1,3,0,9,209,60,67,6,48,73,19,30,13,4,14.59,1,14
7206,0,0,0,0,1,0,4,1,8,130,25,38,16,79,176,18,16,23,3,9.81,1,14
7222,0,0,0,0,1,0,3,1,9,107,18,57,14,97,139,20,26,21,3,13.51,1,14
7231,0,1,0,0,1,1,4,0,9,242,54,60,2,30,56,6,5,14,6,5.66,1,14
7241,0,1,0,0,1,2,4,0,8,281,89,89,1,70,130,7,9,18,5,7.05,1,14
7264,0,1,0,0,1,0,7,0,8,141,37,37,17,11,40,12,12,17,4,10.89,1,14
7266,0,1,0,0,1,0,3,0,8,196,48,60,5,102,275,13,13,18,3,10.55,1,14
7298,0,1,0,0,1,2,4,0,9,213,32,46,11,27,48,16,19,16,3,12.93,1,14
7309,1,0,0,0,1,0,4,0,9,128,30,37,28,71,111,9,7,23,5,7.01,1,14
7323,0,1,0,0,1,4,2,0,9,158,64,64,2,36,62,19,13,18,5,8.41,1,14
7360,0,1,0,0,1,0,5,0,9,142,34,46,15,57,65,12,10,22,6,9.65,1,14
7368,0,0,0,1,1,3,4,1,7,228,61,65,1,81,105,5,4,22,5,5.66,1,14
7371,0,1,0,0,1,2,4,0,9,184,54,55,2,98,152,25,27,14,4,13.38,1,14
7399,0,1,0,0,1,2,4,1,8,146,21,33,20,102,144,27,21,22,5,15.53,1,14
7401,0,0,0,0,1,0,5,0,8,158,29,42,8,64,122,18,12,16,3,11.22,1,14
7428,0,0,0,0,1,0,4,0,4,383,58,92,1,22,53,16,15,13,3,9.41,1,14
7439,1,0,0,0,1,3,4,0,7,161,59,59,7,49,94,14,9,19,5,7.06,1,14
7449,0,0,0,0,1,1,4,0,8,435,144,144,0,161,619,7,9,13,4,5.21,1,14
7455,1,0,0,0,1,1,4,1,8,278,59,72,1,65,237,16,16,13,6,10.57,1,14
7457,1,0,0,0,1,0,4,0,9,179,29,55,17,69,117,15,20,19,6,7.38,1,14
