"headline","date"
"VALLEY LAWMAKERS AIM TO STANDARDIZE AP CREDIT","2015-01-12"
"AMHERST LEGISLATORS GEAR UP FOR GENERAL ASSEMBLY SESSION","2015-01-12"
"PROSCUTORS OPPOSE BOB MCDONNELL'S REQUEST FOR BOND PENDING APPEAL","2015-01-12"
"PROSECUTORS SEEK TO HAVE MCDONNELL IMPRISONED DURING APPEAL","2015-01-12"
"WHAT MIGHT LIFE BE LIKE IF MCDONNELL GOES TO PRISON?","2015-01-12"
"DEBATE FIZZLES FROM NO-SHOW, SIZZLES WITH ACCUSATIONS","2015-01-12"
"RALLY AND FORUM FOR CANDIDATES IN VIRGINIA HOUSE SPECIAL ELECTION","2015-01-12"
"""BIZARRE AND SALACIOUS"" VOTE NEARS","2015-01-12"
"MORE GUN SHOW CUSTOMERS CHARGED AFTER BEING DENIED SALES","2015-01-12"
"GROUP PROPOSES MORE ASSESSMENTS FOR VA. KINDERGARTNERS","2015-01-12"
"GOODLATTE WANTS TO SCRAP FEDERAL TAX CODE","2015-01-12"
"BEYER SWORN IN, DETAILS SENIOR STAFF APPOINTMENTS","2015-01-12"
"REP. CONNOLLY CALLS ON BOTH SIDES TO WORK TOGETHER IN CONGRESS","2015-01-12"
"VA. PUBLIC COLLEGES SEE DROP IN ENROLLMENT","2015-01-12"
"POOR, HISPANIC SCHOOL FOCUSES ON TEST PREP, SEES HUGE GAINS. BUT CAN IT BE REPLICATED?","2015-01-12"
"PROJECT AIMS TO HONOR CIVIL WAR DEAD WITH 620,000 TREES","2015-01-12"
"OLYMPICS LOSS WILL NOT DEEP-SIX ARLINGTON’S PLANS FOR LONG BRIDGE AQUATICS CENTER","2015-01-12"
"PRINCE WILLIAM SCHOOLS EDUCATE STAFF, STUDENTS AND PARENTS ON HUMAN TRAFFICKING","2015-01-12"
"$53K FENCE PLANNED TO KEEP HOMELESS AWAY FROM RICHMOND BRIDGE","2015-01-12"
"IN CHESAPEAKE, A FIGHT'S COMING DOWN THE PIPELINE","2015-01-12"
"LOCAL GOVERNMENT AND SCHOOLS SALARIES RISE SLIGHTLY","2015-01-12"
"ATTEMPT TO UNSEAT NEW PETERSBURG COUNCIL MEMBER FAILS","2015-01-12"
"CLARKE COUNTY MUST BOW TO FEDERAL LAW ON TOWERS","2015-01-12"
"REPAIR THIS BROKEN SYSTEM","2015-01-12"
"LAWMAKERS TO BLAME FOR HIGH FEES","2015-01-12"
"DAY CARE REFORMS COULD SAVE CHILDREN'S LIVES","2015-01-12"
"SING A DIFFERENT TUNE","2015-01-12"
"ELECTION WILL PUT VOTERS TO THE TEST","2015-01-12"
"THE BROKEN PROMISES HAVE LOST CITY YEARS","2015-01-12"
"THE WRONG LESSON","2015-01-12"
"BUSY PORT SHOWS STABILITY, PROFIT","2015-01-12"
"COAL ASH RULES MUST BE STRONGER","2015-01-12"
"IN FOOTSTEPS OF TUCKER, CARRICO","2015-01-12"
"POLITIFACT: BOBBY SCOTT: AFTER WWII U.S. EXECUTED JAPANESE FOR WAR CRIMES INCLUDING WATERBOARDING","2015-01-12"
"DAVIDSON: JIM MORAN: FEDERAL WORKERS SHOULDN’T EXPECT ANYTHING FROM NEW CONGRESS","2015-01-12"
"SCHAPIRO: GETTING ANSWERS FOR GETTING RID OF MORRISSEY","2015-01-12"
"CASEY: REAL LEGISLATION VS. POLITICAL HOKUM","2015-01-12"
"CILLIZZA: KAREN GARZA, FAIRFAX SCHOOLS CHIEF, FOR <U+FB02>AKY DECISIONS","2015-01-12"
"JACKMAN: VA. LEGISLATORS PUSH FOR FASTER PURGES OF LICENSE PLATE READERS’ DATA","2015-01-12"
"STILES: WHAT'S THE BIG DEAL ABOUT A PIPELINE?","2015-01-12"
"PODGOR: MCDONNELL SHOULD REMAIN FREE","2015-01-12"
"ROSS: WARNER, KAINE AREN'T VERY RESPONSIVE","2015-01-12"
"LAFAYETTE: DIVERSE NEIGHBORHOODS, STRONGER SCHOOLS","2015-01-12"
"LAYNE: ACTION IS OVERDUE ON U.S. 29","2015-01-12"
"PAIGE: 45 DAYS OF EXPECTATIONS IN RICHMOND","2015-01-12"
"BALILES: EMPHASIS ON CIVILITY AT U.VA.'S MILLER CENTER","2015-01-12"
"SUHAY: A NOT-SO E-Z HOLIDAY ROAD TRIP","2015-01-12"
"GASTAÑAGA: CAMERAS AREN'T THE ANSWER, CHARLOTTESVILLE","2015-01-12"
"TIDWELL AND MEDLIN: A WAY TO FIGHT HAMPTON ROADS' FLOODING","2015-01-12"
"HATTEN: JUDGES DESERVE AN APOLOGY","2015-01-12"
"MCAULIFFE UNVEILS ""EQUAL OPPORTUNITY"" LEGISLATIVE AGENDA","2015-01-13"
"MCAULIFFE FACES UPHILL CLIMB FOR HIS LEGISLATION","2015-01-13"
"ATTORNEY GENERAL MARK HERRING THANKS SHERIFF'S OFFICE AT NEWPORT NEWS CEREMONY","2015-01-13"
"STOSCH, GOP STATE SENATOR FROM HENRICO, WILL RETIRE AT END OF TERM","2015-01-13"
"GENERAL ASSEMBLY | WHAT TO EXPECT FROM LAWMAKERS","2015-01-13"
"GENERAL ASSEMBLY SESSION BRINGS NEW BILLS, OLD BATTLES","2015-01-13"
"LAWMAKERS WILL HAVE THEIR PLATES FULL OF TOPICS GENERAL ASSEMBLY CONVENES WEDNESDAY","2015-01-13"
"ARE VIRGINIA'S ODD YEAR ELECTIONS FACING CHALLENGES?","2015-01-13"
"SAME-SEX MARRIAGE IS LEGAL IN VIRGINIA, BUT MANEUVERING RAGES ON IN RICHMOND","2015-01-13"
"GENERAL ASSEMBLY TO TACKLE CCPS ON-TIME GRADUATION REQUEST","2015-01-13"
"NORMENT SEES A GRUESOME YEAR IN VIRGINIA POLITICS","2015-01-13"
"DEL. RICH ANDERSON NAMED CHAIR OF SCIENCE AND TECHNOLOGY COMMITTEE","2015-01-13"
"POINDEXTER SUPPORTS RAIL HERITAGE REGION REQUEST","2015-01-13"
"STATE SENATORS GET A HEAD START: CARRICO, CHAFIN PRE-FILE SEVERAL 2015 BILLS","2015-01-13"
"MINCHEW, OTHERS EYE ETHICS","2015-01-13"
"MORRISSEY PROTESTS SEARCH OF HIS OFFICE; SPECIAL ELECTION IS TODAY","2015-01-13"
"ON EVE OF SPECIAL ELECTION, POLICE SEARCH JOSEPH MORRISSEY’S OFFICE","2015-01-13"
"JAILED FORMER DEL. MORRISSEY SEEKS TO REGAIN SEAT","2015-01-13"
"FREITAS ANNOUNCES CANDIDACY FOR 30TH DISTRICT DELEGATE","2015-01-13"
"TOBACCO COMMISSION COMMITTEE RECOMMENDS REAPPLICATION FOR MEDICAL SCHOOL FUNDS","2015-01-13"
"CONNOLLY, BEYER CALL FOR “CLEAR AND THOROUGH” PROBE OF FATAL METRO ACCIDENT","2015-01-13"
"PORT OWNER VIG GETS A NEW CHAIRMAN","2015-01-13"
"NEW, CHEAPER U.S. 460 PLAN: REBUILD PART OF OLD ROAD","2015-01-13"
"VDOT BACKING SCALED-DOWN U.S. 460","2015-01-13"
"VDOT, U.S. DETAIL NEW PLAN FOR 460","2015-01-13"
"POTENTIAL NEW 460 PLAN REVEALED","2015-01-13"
"PHI KAPPA PSI REINSTATED AT UVA","2015-01-13"
"POLICE CLEAR U-VA. FRATERNITY, SAY RAPE DID NOT HAPPEN THERE","2015-01-13"
"UVA FRATERNITY REINSTATED AFTER ROLLING STONE ARTICLE ON RAPE","2015-01-13"
"SCHEV OPTIMISTIC BUT CAUTIOUS ON DEGREE GOALS","2015-01-13"
"VCU NAMES UNIVERSITY OF MISSOURI OFFICIAL AS PROVOST","2015-01-13"
"GILES COUNTY RESIDENTS QUIZ MOUNTAIN VALLEY PIPELINE ABOUT WATER","2015-01-13"
"FOUST HIGHLIGHTS DEVELOPMENT, WARNS OF FAIRFAX BUDGET WOES","2015-01-13"
"MAYOR UMSTATTD TAKES AIM AT LEESBURG DISTRICT SUPERVISOR SEAT","2015-01-13"
"UMSTATTD, MAYOR OF LEESBURG, TO SEEK BOARD OF SUPERVISORS SEAT","2015-01-13"
"ACTIVISTS THREATEN TO DISRUPT CYCLING EVENT","2015-01-13"
"HENRICO SEES 'INCREDIBLE POTENTIAL' IN RIR REDEVELOPMENT","2015-01-13"
"REJECT DISCRIMINATION UNDER GUISE OF RELIGIOUS CONSCIENCE","2015-01-13"
"MCAULIFFE FACES UPHILL BATTLES","2015-01-13"
"TERRIBLE GAMBLE IN PORTSMOUTH","2015-01-13"
"VIRGINIA CEREMONY REFLECTS SHAKESPEARE","2015-01-13"
"A GRAYING PLANNING CHALLENGE","2015-01-13"
"RULES MUST NOT STRANGLE INNOVATION","2015-01-13"
"WILLIAMS: VIRGINIA SHOULD NOT SANCTION FAITH-BASED DISCRIMINATION AGAINST GAYS","2015-01-13"
"CHESLEY: SPORTS VS. BOOKS: VA. COLLEGES MAY HAVE TO REDEFINE WHAT'S IMPORTANT","2015-01-13"
"WEMPLE: AWFUL ROLLING STONE STORY CONTINUES TO DRIVE REFORMS","2015-01-13"
"POLITIFACT: TEACHERS' GROUP SAYS VA.'S SCHOOL FUNDING 16% BELOW INFLATION SINCE 2009","2015-01-13"
"HOWELL: A STRONG ECONOMY IS FACING ROUGH HEADWINDS","2015-01-13"
"FORBES: A WORTHY FIGHT","2015-01-13"
"ROBINSON: A WIN-WIN-WIN SOLUTION TO PROTECT OUR COAST","2015-01-13"
"MCAULIFFE LAUNCHES PROGRAM FOR MENTALLY ILL, VOWS TO CLOSE GAP FOR UNINSURED VIRGINIANS","2015-01-14"
"NEW VIRGINIA PROGRAM EXPANDS ACCESS TO MENTAL HEALTH CARE","2015-01-14"
"MCAULIFFE SAYS HE'S DONE ALL HE CAN ON LOCAL TOLL RELIEF","2015-01-14"
"PROPOSAL MOVES STATE TO ROAD FUNDING THAT SPLITS BETWEEN STATE, LOCAL PRIORITIES","2015-01-14"
"GOVERNOR’S PROPOSED BUDGET MAY BE COSTLY FOR CITY SCHOOLS","2015-01-14"
"5 ISSUES TO WATCH DURING 2015 LEGISLATION SESSION","2015-01-14"
"‘15 SESSION STARTS TODAY","2015-01-14"
"SQUARING OFF","2015-01-14"
"CITIZENS GUIDE  TO THE  VIRGINIA GENERAL ASSEMBLY","2015-01-14"
"NEW TRANSPARENCY COALITION TO MONITOR GENERAL ASSEMBLY SESSION","2015-01-14"
"ETHICS ISSUES LOOM OVER GENERAL ASSEMBLY'S START","2015-01-14"
"BILL WOULD REQUIRE VA. COLLEGES TO REPORT SEX ASSAULTS","2015-01-14"
"DEL. KRUPICKA SEEKS BIG INCREASE IN CIGARETTE TAXES","2015-01-14"
"STOSCH RETIREMENT CONTINUES SENATE SHIFT","2015-01-14"
"STATE COMMISSION ON MEDICAID DORMANT BUT COULD BE REVIVED","2015-01-14"
"VA. COAL AND ENERGY ALLIANCE URGES GENERAL ASSEMBLY NOT TO CAP TAX CREDIT","2015-01-14"
"JUDGE DENIES BOB MCDONNELL BOND","2015-01-14"
"JUDGE DENIES MCDONNELL BID TO REMAIN FREE DURING APPEAL","2015-01-14"
"JUDGE: MCDONNELL MUST GO TO PRISON WITH APPEAL PENDING","2015-01-14"
"JUDGE DENIES MCDONNELL BOND; PRISON TERM STARTS SOON","2015-01-14"
"MORRISSEY, IN MIDST OF SIX-MONTH JAIL TERM, WINS SPECIAL ELECTION TO VIRGINIA HOUSE","2015-01-14"
"MORRISSEY WINS SPECIAL ELECTION FROM JAIL","2015-01-14"
"JAILED DEL. JOSEPH D. MORRISSEY’S ELECTION LOOMS OVER START OF VA. LEGISLATIVE SESSION","2015-01-14"
"CHILLY RECEPTION AWAITS JAILED LAWMAKER AT VIRGINIA CAPITOL","2015-01-14"
"SEARCH WARRANTS ALLEGE FRAUDULENT DOCUMENTS ENTERED IN MORRISSEY CASE","2015-01-14"
"DEMOCRAT MCCOLLUM TO CHALLENGE SEN. FRANK WAGNER","2015-01-14"
"COMSTOCK ASSIGNED TO CHAIR RESEARCH AND TECHNOLOGY SUBCOMMITTEE","2015-01-14"
"COMSTOCK NAMED CHAIRWOMAN OF TECH SUBCOMMITTEE","2015-01-14"
"NUMBER OF APPLICANTS TO UVA DROPS FOR FIRST TIME IN 12 YEARS","2015-01-14"
"LOUDOUN CHAIRMAN’S RACE: BUONA WON’T RUN, WILLIAMS CONSIDERING","2015-01-14"
"WILLIAMS MAY RUN FOR CHAIRMAN'S SEAT; BUONA WON'T","2015-01-14"
"FAIRFAX BOARD VOTES TO HOLD PUBLIC HEARING ON RAISING SUPERVISORS’ SALARIES","2015-01-14"
"POWER LINE MEETING DRAWS CROWD IN HAYMARKET","2015-01-14"
"HANOVER SCHOOL BOARD AMENDS POLICIES ON CONTROVERSIAL MATERIALS","2015-01-14"
"SCHOOL BOARD: POLICY ON RELIGIOUS EXEMPTION TOO INTRUSIVE","2015-01-14"
"NORFOLK'S SIGN LAW IS LEGAL, FEDERAL COURT SAYS","2015-01-14"
"NEWPORT NEWS COUNCIL APPROVES CAPITAL PLAN WITH $34.85 MILLION IN TECH CENTER FUNDING","2015-01-14"
"CHESAPEAKE SUPPORTS MAKING NEWSPAPER ADS OPTIONAL","2015-01-14"
"EXTRACTING SIGNALS FROM NOISE","2015-01-14"
"DRIVEN TO DISTRACTION IN VIRGINIA","2015-01-14"
"PRIORITIES FOR THE NEXT 46 DAYS","2015-01-14"
"GENERAL ASSEMBLY: 45 DAYS","2015-01-14"
"WHERE WILL VIRGINIA INTERESTS LAND IN A NEW SENATE?","2015-01-14"
"ANOTHER DISASTER FOR METRO","2015-01-14"
"DOUGHERTY: THE GENERAL ASSEMBLY IS SERIOUS BUSINESS - OR, AT TIMES, SERIOUSLY SILLY","2015-01-14"
"SCHAPIRO: THE HOUSE-IFICATION OF THE VA. SENATE","2015-01-14"
"JACKMAN: FAIRFAX TO HIRE EXPERT TO EXAMINE POLICE SHOOTINGS POLICY","2015-01-14"
"KUHN: ASSEMBLY SHOULD ACT TO LIMIT RISING OUT-OF-POCKET COSTS FOR VITAL MEDICATIONS","2015-01-14"
"EXCERPTS: GOVERNOR'S STATE OF THE COMMONWEALTH ADDRESS","2015-01-15"
"MCAULIFFE COMMENDS STATE'S PROGRESS, PUSHES FOR MORE","2015-01-15"
"MCAULIFFE URGES SUPPORT FOR ECONOMIC DEVELOPMENT","2015-01-15"
"IN ADDRESS, VA.’S MCAULIFFE TOUTS FAMILIAR PRIORITIES, FRESH ATTEMPTS AT COMPROMISE","2015-01-15"
"MCAULIFFE PITCHES NEW ECONOMY, TIED TO PROGRESSIVE CHANGE","2015-01-15"
"PROMISES, PROMISES .... NORMENT'S (AND OTHER'S) TAKE ON THE STATE OF THE COMMONWEALTH SPEECH","2015-01-15"
"LOCAL LAWMAKERS MIXED ON GOVERNOR'S PROPOSALS","2015-01-15"
"VIRGINIA DEMOCRATIC SEN. LINDA ‘TODDY’ PULLER TO RETIRE","2015-01-15"
"REGION'S LEGISLATORS DISCUSS UPCOMING GENERAL ASSEMBLY","2015-01-15"
"LEGISLATORS PREDICT CONTENTIOUS SESSION","2015-01-15"
"REDISTRICTING COALITION TO MAKE CASE TO LEGISLATORS","2015-01-15"
"VA. LEGISLATIVE BLACK CAUCUS OUTLINES AGENDA","2015-01-15"
"VIRGINIA POLITICIAN SERVES 2 TERMS: IN JAIL AND IN THE STATE LEGISLATURE","2015-01-15"
"MORRISSEY TAKES SEAT IN HOUSE OF DELEGATES","2015-01-15"
"JAILED LAWMAKER’S RETURN BRINGS VIRGINIA CAPITOL MORE UNWANTED ATTENTION","2015-01-15"
"GENERAL ASSEMBLY KICKS OFF WITH SLEW OF BILLS","2015-01-15"
"BILL WOULD HELP FELONS REGAIN GUN RIGHTS IN VIRGINIA","2015-01-15"
"DEL. HOPE AIMS TO TIE GUN PERMITS TO CHILD-SUPPORT PAYMENTS","2015-01-15"
"DELEGATE’S BILL IRKS OFFICIALS IN CITY","2015-01-15"
"BELL SEEKS TRANSPARENCY IN EMINENT DOMAIN","2015-01-15"
"DEL. CLINE HOPES TO KEEP SCHOOL COSTS DOWN","2015-01-15"
"PROPOSED BILL WOULD CAP STUDENT FEES FOR COLLEGE SPORTS","2015-01-15"
"SENATOR PLANS BILL TO PROTECT COACHES","2015-01-15"
"CELLPHONE PRIVACY BILL MAKES PROGRESS IN VA. HOUSE","2015-01-15"
"SEN. EBBIN AIMS TO HAVE VA. RETURN TO PAPER CHECKS FOR TAX REFUNDS","2015-01-15"
"CONSTITUENTS GIVE LIVE FEEDBACK TO COX DURING TELEPHONE TOWN HALL","2015-01-15"
"PANEL WON'T BROADEN HATE-CRIME LAW","2015-01-15"
"HOW TO FIX GREENWAY TOLLS? BUY THE ROAD, FORMER DELEGATE SAYS","2015-01-15"
"MCDONNELL ASKS HIGHER COURT TO LET HIM STAY OUT OF PRISON WHILE APPEAL IS PENDING","2015-01-15"
"BOB MCDONNELL ASKS APPEALS COURT FOR BOND PENDING APPEAL","2015-01-15"
"FBI PROBING THEFT OF $600,000 FROM SASLAW'S CAMPAIGN ACCOUNTS, SENATOR SAYS","2015-01-15"
"MORE THAN $600,000 STOLEN FROM CAMPAIGN ACCOUNT OF VIRGINIA DEMOCRAT SASLAW","2015-01-15"
"REPORT SAYS EX-VA. EDUCATION ADMINISTRATOR MISUSED FUNDS","2015-01-15"
"HURT'S BILL TO ENCOURAGE SMALL PUBLIC COMPANY GROWTH PASSES IN HOUSE","2015-01-15"
"TWO UVA FRATS REFUSE TO SIGN AGREEMENT FORGED AFTER RAPE STORY","2015-01-15"
"U-VA. PHI PSI MEMBERS SPEAK ABOUT IMPACT OF DISCREDITED GANG RAPE ALLEGATIONS","2015-01-15"
"DOMINION FILES MORE LAWSUITS FOR SURVEYING RIGHTS","2015-01-15"
"SECOND OPEN HOUSE HELD FOR PIPELINE PROJECT IN NELSON COUNTY","2015-01-15"
"OCEANA REPORT: OFFSHORE WIND WOULD REAP TWICE THE ENERGY, JOBS AS OFFSHORE DRILLING","2015-01-15"
"FAIRFAX’S BULOVA ON STATE OF COUNTY: ‘WE CAN’T STOP PEDALING","2015-01-15"
"GREENWAY OPERATORS SEEK HIGHER TOLLS; RAMADAN VOWS TO REDOUBLE HIS OPPOSITION","2015-01-15"
"MIDLOTHIAN ATTORNEY WINSLOW OFFICALLY DECLARES CANDIDACY FOR ART WARREN'S SEAT","2015-01-15"
"ELECTION FIELD BEGINS TO TAKE SHAPE","2015-01-15"
"SOMETIMES THE LITTLE THINGS MATTER MOST","2015-01-15"
"SCOTT GAINS A CHALLENGER","2015-01-15"
"SCANDAL: THE MORRISSEY MESS","2015-01-15"
"MORRISSEY’S MOCKERY","2015-01-15"
"BAY'S GRADE UNWORTHY OF CHEER","2015-01-15"
"D.C. OFFICIALS CLOUD THE DETAILS OVER SMOKE-FILLED METRO TRAIN","2015-01-15"
"A MATTER FOR LAW ENFORCEMENT","2015-01-15"
"CHESLEY: SEN. LUCAS SET TO ROLL THE DICE AGAIN ON A CASINO BILL FOR PORTSMOUTH","2015-01-15"
"DVORAK: MORRISSEY: AN EMBARRASSMENT THAT VIRGINIA VOTERS SUPPORT — AND DESERVE","2015-01-15"
"MCCARTNEY: DESPITE METRO’S YELLOW LINE ACCIDENT, TRANSIT IS SAFER THAN DRIVING","2015-01-15"
"LOHMANN: STATE SONG PROPONENTS MAKING NOISE AGAIN","2015-01-15"
"PAIGE: ANOTHER TOOL IN THE SCHOOL TOOLBOX","2015-01-15"
"MCAULIFFE WOULD VETO BILL BARRING IN-STATE TUITION TO DREAMERS","2015-01-16"
"MCAULIFFE WOULD VETO ANTI-DREAM ACT BILL","2015-01-16"
"MCAULIFFE PROMISES VETO FOR ANTI-DREAMERS TUITION BILL","2015-01-16"
"DELEGATE EYES GOVERNOR'S SPEECH FOR CRITICISM","2015-01-16"
"USDA OFFICIAL, VA. FIRST LADY ANNOUNCE EAST END FARMERS MARKET","2015-01-16"
"NEWPORT NEWS DELEGATE BACOTE LIKELY TO RETIRE POST-SESSION","2015-01-16"
"DEMOCRATS NOW WARY OF EXPELLING MORRISSEY","2015-01-16"
"HOUSE DEMOCRATIC CAUCUS DIVIDED OVER WHAT TO DO WITH CONVICTED MORRISSEY","2015-01-16"
"BLACK CAUCUS SEES UPHILL BATTLE","2015-01-16"
"SENS. GARRETT, NEWMAN VOTE TO BLOCK IN-STATE TUITION FROM CERTAIN IMMIGRANTS","2015-01-16"
"NO SHORTAGE OF VETERANS BILLS IN VIRGINIA GENERAL ASSEMBLY","2015-01-16"
"VA. MAY CONSIDER CHANGES TO LINE OF DUTY ACT","2015-01-16"
"FUNDING NEEDED FOR STATE POLICE AND OTHER GROUPS","2015-01-16"
"PROPOSED BILL: NO BUDGET, YOU’RE OUT","2015-01-16"
"FUNDING OK’D FOR INDUSTRIAL MAINTENANCE PROGRAM","2015-01-16"
"VA. BEACH DELEGATE PUSHES SEA-LEVEL ENERGY-FEE BILL","2015-01-16"
"LOCAL LEGISLATORS HOPE TO RAISE MINIMUM WAGE","2015-01-16"
"COSGROVE SEEKS ASSESSMENT REFORM","2015-01-16"
"DEL. LOPEZ AIMS TO AMEND DEFINITION OF ‘SMALL BUSINESS’ IN STATE PROCUREMENT","2015-01-16"
"DELEGATE HOPE MAY PROPOSE ARLINGTON BE ABLE TO HIRE EXTERNAL AUDITOR","2015-01-16"
"SEN. FAVOLA AIMS TO GIVE COUNTIES PARITY IN SETTING SPEEDS IN SCHOOL ZONES","2015-01-16"
"AFTER 63 YEARS OF DISPUTE, VIRGINIA MAY CONCEDE LAKE'S NAME","2015-01-16"
"SEN. ROSALYN DANCE GETS DOWN TO BUSINESS DURING FIRST WEEK OF THE LEGISLATIVE SESSION","2015-01-16"
"LONGTIME STATE SEN. LINDA 'TODDY' PULLER ANNOUNCES RETIREMENT","2015-01-16"
"LOCAL OFFICIALS LOBBY FOR WILLIAMSBURG JUDGE'S REAPPOINTMENT","2015-01-16"
"DONATIONS TO MCDONNELL'S LEGAL DEFENSE FUND DRY UP","2015-01-16"
"FORMER DELEGATE JANIS ANNOUNCES RUN FOR STOSCH'S SENATE SEAT","2015-01-16"
"CHALLENGERS LINE UP FOR TWO LOCAL VA. SENATE RACES","2015-01-16"
"SASLAW: FEDS SAY $600K PILFERED FROM CAMPAIGN CASH","2015-01-16"
"SENS. WARNER, KAINE JOIN REPUBLICANS TO CALL FOR BIENNIAL BUDGETING","2015-01-16"
"CTB AWARDS CULPEPER COMPANY TO CONSTRUCT U.S. 29/ROUTE 666 PROJECT","2015-01-16"
"CULPEPER INTERCHANGE WORK TO BEGIN IN SPRING","2015-01-16"
"VSU ENROLLMENT CONTINUES SHARP DECLINE","2015-01-16"
"UNIVERSITY OF RICHMOND TO INSTALL 204-KILOWATT SOLAR ARRAY","2015-01-16"
"RPV'S MULLINS CALLS FOR AGEMA'S OUSTER","2015-01-16"
"FAIRFAX SCHOOL BOARD CONSIDERS DOUBLING SALARY OF MEMBERS","2015-01-16"
"POLITICAL CONTRIBUTIONS TIE SUPERVISORS AND LOUDOUN WATER BOARD MEMBERS","2015-01-16"
"COUNCIL'S SHOCKOE BALLPARK OPPONENTS SEEK TO TRANSFER MONEY TO SCHOOLS","2015-01-16"
"SCHOOL BOARD BACKS ‘CONTROVERSIAL’ POLICY CHANGE","2015-01-16"
"WORK TO RESTORE VIRGINIA'S REPUTATION","2015-01-16"
"DEL. JOSEPH MORRISSEY IS AN EMBARRASSMENT TO VIRGINIA’S GENERAL ASSEMBLY","2015-01-16"
"74TH HOUSE DISTRICT: SECOND CHANCE","2015-01-16"
"STATE GOVERNMENT: MORE TRANSPARENCY","2015-01-16"
"KEEP AUGUSTA COURTHOUSE IN STAUNTON","2015-01-16"
"BERG’S RATIONALE?","2015-01-16"
"DOUGHERTY: HEY, LAWMAKERS: FORGET ABOUT THE DOPE IN YOUR MIDST AND GET TO WORK","2015-01-16"
"WILLIAMS: FOR BETTER OR WORSE, THE PEOPLE HAVE SPOKEN ON MORRISSEY","2015-01-16"
"FRALIN AND POLLARD: TRANSPARENCY: AN ESSENTIAL INGREDIENT OF ETHICS REFORM","2015-01-16"
"YODER: WHY KEEP ELDERLY IN JAIL?","2015-01-16"
"DOZENS IN D.C., MARYLAND PAID THE ULTIMATE PRICE FOR COOPERATING WITH POLICE","2015-01-16"
"MCAULIFFE LOOKS FOR SOLAR PITCHES ON VA. BUILDINGS","2015-01-17"
"VA. OFFICIALS WORK ON HANDLING OF CAMPUS SEX ASSAULTS","2015-01-17"
"VIRGINIA LAWMAKERS PUSH FOR MANDATORY REPORTS IN CAMPUS ASSAULTS","2015-01-17"
"BILL WOULD FORCE VIRGINIA ATTORNEY GENERAL TO DEFEND STATE CONSTITUTION","2015-01-17"
"VIOLATE FOIA, GO TO JAIL, SUGGESTS DEL. RICK MORRIS","2015-01-17"
"GENERAL ASSEMBLY MAY WEIGH IN ON ARLINGTON INSPECTOR-GENERAL FIGHT","2015-01-17"
"VALLEY-SPONSORED BILLS ADDRESS PUBLIC SAFETY","2015-01-17"
"LEGISLATIVE BILLS TACKLE REGION’S HEROIN EPIDEMIC","2015-01-17"
"WOMEN’S EQUALITY COALITION ANNOUNCES AGENDA","2015-01-17"
"BACOTE INTRODUCES SEVERAL BILLS","2015-01-17"
"WIDE RANGE OF BILLS FROM DEL. YANCEY","2015-01-17"
"SOME PENINSULA PERSPECTIVES FROM OUR CITIZEN LEGISLATORS ON VIRGINIA'S NEEDS","2015-01-17"
"LEGISLATION AIMED AT WORKFORCE AND ECONOMIC DEVELOPMENT","2015-01-17"
"MCDONNELL'S NEW BOSS SAYS HE WAS GLAD TO HELP","2015-01-17"
"EX-ATTORNEYS GENERAL ASK TO SUPPORT MCDONNELL REQUEST FOR BOND PENDING APPEAL","2015-01-17"
"SIX FORMER ATTORNEYS GENERAL BACK MCDONNELL'S RELEASE PENDING APPEAL","2015-01-17"
"MCAULIFFE'S PAC BROUGHT IN NEARLY $2.48 MILLION IN 2014","2015-01-17"
"SUPREME COURT AGREES TO HEAR GAY MARRIAGE ISSUE","2015-01-17"
"VA. GOP SEEKS U.S. SENATE ETHICS PROBE OF WARNER IN PUCKETT CASE","2015-01-17"
"STATE GOP FILES ETHICS COMPLAINT AGAINST WARNER IN PUCKETT CASE","2015-01-17"
"ETHICS COMPLAINT FILED AGAINST SEN. WARNER","2015-01-17"
"MCCAIN MOVE SPARKS FUROR FROM SHIPPING INDUSTRY","2015-01-17"
"SPEAKERS CALL FOR UNITY, SENSE OF URGENCY REGARDING JOB LOSS","2015-01-17"
"UVA EMAILS REVEAL TENSION, WORRIES FOLLOWING ROLLING STONE STORY","2015-01-17"
"VA. COLLEGES STEER SEX VICTIMS AWAY FROM LEGAL SYSTEM","2015-01-17"
"U-VA. RAPE SURVIVOR, AUTHOR NOW DOUBTS ROLLING STONE ACCOUNT","2015-01-17"
"TWO HOLDOUT FRATERNITIES SIGN AGREEMENT","2015-01-17"
"VA. TECH LEADS DRONE STUDY FOR NEWS ORGANIZATIONS","2015-01-17"
"CROWDED CLASSROOMS PROMPT FIGHT OVER WHERE TO PUT NEW SCHOOL IN FAIRFAX COUNTY","2015-01-17"
"OFFICIALS TRYING TO TIE UP LOOSE ENDS ON RESERVOIR","2015-01-17"
"SUPERVISORS HEADING TOWARD REFERENDUM ON COURTHOUSE","2015-01-17"
"MCAULIFFE’S THREATS AND ASSUMPTIONS","2015-01-17"
"BERG’S H.B. 1670: NEEDLESS CLUTTER","2015-01-17"
"JIM WEBB WINS THE FIRST PRIMARY","2015-01-17"
"HOT, HOT, HOTTEST CLIMATE ON RECORD","2015-01-17"
"GOVERNOR IS RIGHT IN CALL TO DIVERSIFY","2015-01-17"
"CHESLEY: RATHER THAN PONY UP FOR EDUCATION, LEGISLATORS CHOOSE TO PAY LIP SERVICE","2015-01-17"
